reviewerName,reviewText,isLocalGuide,reviews,photos,rating,timeReviewed,likes,responseTime,responseText
Boyd Payne,"Service Department: Came in with a scheduled appointment for a recall from Honda; drove past other dealers to work with Ken Garff. Over the phone I was told from another Honda dealer the recall would be 1-2 hours but when I arrived at this location I was told 3-4 hours. The service manager let me stand at his desk talking to other employees and ignored me until his phone rang, answered the call and then passed me off to another employee because checking in a customer wasn't his job. The person who checked me in then told me he would assign me an advisor who never was introduced or said anything but I received a text from them. At the 4-hour timeframe I inquired about my car via text and I received no response so I went to the counter and was told it was just now going in the shop for the service and it would be done in 30 minutes. Really? Nothing performed for over 4 hours and could've gone elsewhere and had it done in 1 hour or less. I then received a text to review the service that hadn't even been performed yet. Wasted my day but the service manager who ignored me at the start felt good about offering me a discount on my next maintenance; not coming back!",FALSE,4,0,1,a year ago,0,a year ago,"Boyd, we're so sorry to hear about your frustrating experience getting your car's recall taken care of. We'll be reaching out to you to apologize and make sure we make this up to you. Thanks! â¦MoreBoyd, we're so sorry to hear about your frustrating experience getting your car's recall taken care of. We'll be reaching out to you to apologize and make sure we make this up to you. Thanks!"
Kristen Stevenson,Great service experience! My dad is a mechanic so taking my civic anywhere else was a weird experience but Brendan and JB made it super easy and so far from stressful.And my car is running great! Even though they had to get the parts from another store they had it back to me in 24 hrs. Fantastic experience!,TRUE,8,0,5,a year ago,0,NA,NA
Vern Robison,Very easy and a pleasure to do business with you thanks so much I plan to come back to have you go over the details of operations with us,FALSE,1,0,5,a year ago,0,a year ago,"Thank you so much for your review, Vern! We are so glad to hear that it was a pleasant experience--come back and see us any time you have any questions!"
corie,I had a great experience  buying my honda Ridgeline at Ken gaff honda orem,FALSE,1,0,4,a year ago,0,a year ago,"Glad to hear it, Corie! Congrats on your new Ridgeline!"
William Peterson,Good friendly people,FALSE,1,0,5,4 months ago,0,4 months ago,We agree William!  We love our staff and are glad that you enjoy working with them too. 
Chris Gibbons,"Our buying experience was great, however the few times I've had to come in for service have been awful. The latest experience was a warranty repair for a broken molding around the windshield. When I brought it in I waited opted to not wait around, because even though you make an appointment, that has nothing to do with when someone will look at your car. When I returned I was told that they didn't have the clip they needed and they were ordering one, and to just come back in a week and it would be 30 minutes to install it. I procrastinated returning for the clip to be installed because I have never had them take less than two hours for any of my non oil change services. I finally returned today, informed them that I was told earlier that it should only be a 30 minute fix, in and out.... Well that was at 8:15, and it's going on 10:30 now. I've asked repeatedly for updates and all I'm told is ""I don't have any further information"". I encourage you to buy your car from Ken Garff Honda, but get your service done elsewhere.",TRUE,7,20,3,a year ago,0,a year ago,"Chris, we are so sorry to hear how frustrating your experiences with our service department have been. Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284 so we can talk about what happened and apologize. "
Taylor Strickler,"""I don't feel I can trust this location without double checking the price and service."" (3/3 visits) ""Glad I didn't take his word for it...""Bought my new car from here. Happy with vehicle itself, but not impressed with this location. I was almost charged an additional $1500+ when the finance guy had the agreement printed up. I felt rushed by him to sign things I didn't have much time to read. He told me he had to go soon. He directed my eyes by pointing to the small payments versus the final price which was $1500 over what I agreed upon. They were nice and fixed it. Update: Got my first service here and they filled the oil above the max line. Nice thing is that you can go to SLC to get it serviced there too. Salt Lake put it to the correct levels on my 2nd oil change. Update: Another service​ from Orem...  They forgot the tire alignment check and almost over charged again. (~25 min delay) Russ was nice and fixed it. At first he said it was higher because of ""taxes"". ""Glad I didn't take his word for it..."" It was actually an over charged invoice"". I don't feel like I can trust this location without double checking the price and service.",FALSE,165,37,2,a year ago,0,2 years ago,"Taylor, we're that there were issues with your vehicle purchase. We'd like to hear from you about how things can be made better, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Anna Lawrence,"The service has always been good, but now the waiting area is amazing. I usually have to take my kids with me and they have a fantastic place to wait with kids. It has a tv and toys and it's enclosed. So you don't feel like you have to chase kids around or like you have to keep them super quiet. The facilities are really nice abd the service is good. ",TRUE,22,20,4,a year ago,0,a year ago,"Thanks for your feedback, Anna! We are so happy to hear that you're happy with our amenities--your kids are welcome any time!"
Ira Messenger,This is the fourth Honda I have purchased from Ken Garff Honda and I have loved them all.  I have worked with Cornel the last two times and he has made it easy to do and is very helpful.,FALSE,1,0,5,a year ago,0,a year ago,"Wow, thank you so much for your review and for coming back for a fourth time, Ira! We are so glad that Cornel has been so great to work with. Please let us know if you need anything else, and congrats on your new Honda!"
Dean Barry,Great experience.,FALSE,5,0,5,5 months ago,0,5 months ago,We are glad to hear you enjoyed your experience! Thank you for posting the review! 
Tan Zhen,"A friend took his car to this dealer to have an oil change and after he done with that and otw drove home , his oil pressure light came on. he found out they putting too much oil in it and have to drain some out!  So he took the car back to this dealer and they refused to be responsible.",FALSE,1,0,1,a year ago,0,a year ago,"Tan, we're very sorry to hear about what happened to your friend's car; we would really like to personally apologize to him about this and talk to him about what happened in more detail. Please have him contact our Brand Advocacy Manager Carli at carlia@kengarff.com or 801-714-2284. Thanks!"
Anna Cox,"I had a wonderful experience at the service center here.  Brandon checked me in and made sure we had everything we needed, they  were amazing at communicating what was going on with my car.  We had bought an Odyssey in SLC and they forgot to give us headphones, Brandon was able to get a pair for us which was extremely nice.  I was also amazed that they washed my car.  Super great experience!",FALSE,5,0,5,a year ago,0,NA,NA
Ben Perrault,"Ryan was super helpful and very kind. We went to several different dealers looking at various cars and they were all so pushy and often rude. It was refreshing having a conversation with someone who looked at us as people and not a potential commission. Go in and ask for Ryan, he's the bomb.",FALSE,4,0,5,a year ago,0,a year ago,"Thanks for leaving us a review, Ben! We're so glad to hear that Ryan was such a rock star and provided you with sincere, friendly customer service."
Wendy Matheney,"They were kind, knowledgeable, prepared and excited for us!  Thank you so much!!",FALSE,1,0,5,a year ago,0,a year ago,"We are so happy to hear that, Wendy! Thank you for stopping by, and please let us know if there's anything else we can help you with in the future. :)"
calvin weaver,Unbelievable customer satisfaction,TRUE,399,24,5,5 months ago,0,5 months ago,"We are so happy to hear that, Calvin! Thanks so much for coming to see us, and please let us know if there's ever anything else we can do for you!"
Wesley Wilson,Everyone was friendly and helpful.,FALSE,1,0,5,7 months ago,0,7 months ago,Thanks for telling us about your experience Wesley! 
Sarah Swinford,I had to take my car in for 4 recalls and the service department was great. They were able to give me a loaner car and they got my car done really quick so I very satisfied,FALSE,3,0,5,a year ago,0,a year ago,"We're glad that we've been able to help you out whenever your car has needed servicing. Thank you for the review, Sarah!"
Aaron Geisel,I had my Insight serviced here on 11/18/16 and I'm unfortunately having to write that I'm disappointed by the sloppy workmanship. They performed two airbag recalls and I'm not sure if they were in a rush or just not familiar with the vehicle but the windshield is scratched on the inside and there are small indentations where they pried off the dashboard. I'm writing this because I just now noticed while detailing it. They also replaced my windshield wiper blades for free but they used the tacky cheap metal ones and not the sleek OEM blades. I wish they would have told me that because I would have declined. On a positive note they did have free snacks and friendly staff.Edit: The dealership contacted me and was willing to do everything possible to make corrections. They said that they made a mistake replacing the windshield wipers and offered me compensation for the OEM blades. (which are not cheap) Score changed from two stars to four to reflect this.,FALSE,13,0,4,a year ago,0,a year ago,"Aaron, we're sorry to hear that things didn't go well with your airbag recalls. What happened to your car sounds disappointing, and we'd like to talk with you about how it could have been better. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Lani Stott,They were very nice and gave me a good deal.,FALSE,5,0,5,a year ago,0,a year ago,"Thank you, Lani! We're so glad our team was great to work with and got you a good deal!"
Chris Anderson,"We returned a borrowed car that our daughter had thrown up in, and I asked if we had to pay for anything. He was very patient and said they would take care of it. Trading in our Honda for a recall was a very easy process. Nice folks down there.",TRUE,52,19,5,2 years ago,0,NA,NA
Bart Crockett,Mitchell is the best salesman we have worked with!  Thanks!,FALSE,2,0,5,11 months ago,0,11 months ago,"Thanks so much, Bart!"
David,"I see billboards all the time that Ken Garff listens to you or whatever. The sales guy basically said, that the car we wanted (CR-V) was really popular so they weren't going to even listen to negotiations. They gave us a price and said take it or leave it. So we did. We went to Larry H. Miller in Murray and got a better deal by about $4000. Thanks for not listening!",TRUE,40,0,1,2 years ago,0,2 years ago,"David, we're sorry to hear that your experience with our sales staff was a negative one. We'd like to talk with you about your experience, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Joseph Dewey,"These guys weren't pushy, which I think is due to corporate policy. The sales guy that I had must have been a Honda nerd, because he was able to give the intricate details of what the differences were between each of the years and models. This is definitely a great place to buy a Honda. Oh, except all the colors and trims I was considering were out of stock.",TRUE,993,631,4,2 years ago,0,NA,NA
Chad Cloward,"Treated with respect and honesty, no games or pressure. Excellent experience.",TRUE,1,0,5,a year ago,0,a year ago,"We are so glad to hear it, Chad! Thanks so much for coming to Honda of Orem, and thanks for leaving us such a nice review :)"
Sean Haggerty,"Traded in a car that I was right side up in with 3K equity towards the vehicle I bought. A year later I went in to talk about possibly trading in (Odyssey wasn't needed anymore) and I was told I was now  upside down by about 5K in the vehicle. Went back a year later and I was still 4 K upside down. The salesman even apologized to me that they took advantage of me more than they should have. ""More than they should have...?"" Service Department has been great though! ",TRUE,69,65,1,a year ago,0,a year ago,"We're sorry to hear that you had a bad experience with our dealership, Sean. We want to talk with you about what happened and about how things can be made better, but we've been unable to find your information in our customer database. â¦MoreWe're sorry to hear that you had a bad experience with our dealership, Sean. We want to talk with you about what happened and about how things can be made better, but we've been unable to find your information in our customer database. Could you please reach out to our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284? Thank you!"
Sophia Larimer,"Brandon was very helpful and gave me a great deal on replacing my brakes, I had originally gone in to get my airbag replaced due to a recall issue. Honda was very accommodating and efficient in the whole process.",FALSE,8,0,5,a year ago,0,a year ago,"Thank you for the positive review, Sophia! We're glad to hear that Brandon was able to help you out!"
Brian Cole,"I bought a new Honda Ridgeline in May 2014 from Ken Garff.  They were my all-time favorite dealership, so much so that I have had my Ridgeline serviced only by them.  Now it has all changed into a nightmare!  While my Ridgeline was being serviced, they somehow hit my bumper and damaged it.  ""No problem we will take care of it"" they said.  I foolishly believed them.  The first time I took it in to be fixed they had my truck for three hours.  The day after I got it back, my bumper popped out of place.  I took it back and this time  they had my truck for a week, and the repair lasted about a week and then the bumper popped out again.  I was beginning to fear that they weren't taking me seriously and were not willing to fix my bumper, that they damaged, correctly.  Maybe I am just too nice and so they decide I was a chump that they could abuse because when I brought it back to be fixed the THIRD TIME, they had my Ridgeline for almost three weeks!  When I got my truck back. the first thing I noticed was the inside reeked of body odor and Brute.  After a few weeks the ""repair"" bowed out again.  Not only that, I can see that all they did was glue to small metal rods to the back of the bumper to hold it in place and now those bent-out metal rods have chipped the paint on the previously undamaged part above my bumper.  I figure, three strikes, you're out.  I have lost all faith and trust in Ken Garff.  I emailed them and said I just want to settle thru their insurance company.  They told me they are self insured.  I called my insurance company, and they recommended I talk to a lawyer because once I let Ken Garff ""take care of it,"" they can't help me.  My home teacher is a lawyer and he said to try and give them a bid from an auto body shop and hope they do the right thing. If not, he will refer me to a lawyer that specializes in this kind of thing.  Gee, thanks Ken Garff for ""Listening"" to me so well.Update, after seeing this review, they finally took care of me.",FALSE,2,0,1,a year ago,0,a year ago,"Brian, we are very sorry about your frustrating experiences getting your Ridgeline fixed. We'll be reaching out to talk to you about this and to discuss next steps. Thank you."
Paula Wadsworth,Excellent service...especially our sales person!,FALSE,1,0,5,a year ago,0,a year ago,"Thank you, Paula!"
Melissa Walter,friendly and didn't pressure too much.,FALSE,9,0,4,6 months ago,0,6 months ago,"Melissa, Thank you for the review! We are glad you enjoyed your experience with us. "
Ryan High,Great dealer to work with.  They are very professional and not pushy.  Very educated on their cars which is great to see when so much can be found on the internet.  Was shown each model of the crv and educated on the features of each.  Of course it is on the internet but seeing them in the car helps understand them much better.  Love my CRV!,FALSE,11,0,5,a year ago,0,a year ago,"We're so glad our team was so helpful and informative throughout the process, Ryan! Congratulations on your CR-V!"
Pace McCulloch,Friendly & helpful. I wasn't pressured into extra services or products. My van is fairly new though. I was glad they checked my recall status and updated me on outstanding items.,TRUE,337,145,4,2 years ago,0,NA,NA
joshua scott films,Over priced hoes goes eles where.,TRUE,128,1,3,7 months ago,0,7 months ago,"Joshua we are sorry that you though our pricing was too high. For future reference, we try to be competitive and we do provide price matching for other dealerships. Don't hesitate to call if you have any future vehicle needs. "
Henry,By far the best customer experience I've had. I wasn't even buying a car from them. I was working on a marketing project and one of the sales person helped me a ton! The guys at the local Chevy dealerships turned me down and told me to leave. If I was to buy a car I'd come here!,TRUE,25,0,5,a year ago,0,a year ago,"Thanks for leaving us such a nice review, Henry! We're glad that our team was able to get you the information you needed :)"
Chaplain Rick Gabbitas,"I've got mixed feelings. They weren't easy to deal with, but they have a lot of Hondas, clearly. We bought an Odyssey from them a few years ago, but getting them to own up on their promise of cross pieces for the roof rack was a chore, and you could tell they were not happy to do it. And when it comes to the service department, even knowing that they're going to overcharge me, but since they are supposedly the experts on Honda repair, it seems like they'd really rather not help me if it's anything more complex than an oil change, which I do myself. I called to ask about some major work on a Civic Hybrid and got the run-around. Service scheduling transferred me to a service specialist who transferred me to parts, who transferred me back to service. I love Hondas, but not these people.",TRUE,3,2,2,a year ago,0,a year ago,"Thank you for leaving us a reviewâwe are very sorry to hear that you have had trouble getting the information you need, and weâd really like to discuss your Civic Hybrid. Weâll be reaching out shortly to you about it. Thank you!"
jon doe,The costumer service at this place is the worst I have ever encounter. Will never again have any dealings with this company nor will ever recommend this company to anyone.,FALSE,3,0,1,a year ago,0,a year ago,"Jon - We are so sorry to hear about the customer service that you received from our team. Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284. We'd like to apologize and talk with you about what happened."
Seth Anderson,"This place scams, every lady that comes in will leave with a full system flush. Our car has38k miles What a joke! I know of two times this has happened now. One of my friends and now my wife. The push the fluids are really dirty and you needs this. BS!",TRUE,46,32,1,a year ago,0,a year ago,"Seth, we're very sorry to hear that your wife and your friend have been frustrated when they each came in for system flushes. Please have them contact our Brand Advocacy Manager Carli at carlia@kengarff.com or 801-714-2284 so we can make sure it's all taken care of. Thank you!"
Stephanie Watters Flores,"The initial experience of buying my car was awesome. My salesman was courteous, polite, caring and just really nice. He was awesome. He is not the problem. A few months ago when I went in to get my oil changed, the guy told me I needed new brakes or my car wouldn't pass inspection. They told me I needed them replaced ASAP or I risk my personal safety, that of my family, and others on the road. They wanted $250+ to replace the brakes. I immediately took my car to another shop to get a second opinion and a better price, fully expecting to replace my brakes. As it turned out, they said my brakes were good to go. No need to get them replaced. Well today I got a third opinion when my car passed the safety inspection with my brakes being under 50% worn. WTF dealership. I've heard mechanics can be deceiving, but I expected more from a reputable company like Ken Garff. ",TRUE,34,37,1,4 years ago,0,4 years ago," Stephanie, we apologize for the frustrating experience you had at our dealership. If you get a moment, weâd like to discuss why we had concerns about your brakes, as well as what we can do to make your negative experience into a positive one. Please contact our General Manager, Tyler Slade, at otslade@kengarff.com or 801-225-1300."
mike poulos,"William Fajard, in the service dept., was awesome in reading our needs!  I asked him, in addition to having an oil change, if I could get my vehicle inspected as I needed an inspection to get it registered.  He not only told me ""yes"" but also said I could register the vehicle through him and even get me my tags.  Really??!  That was incredible, NO hassle for me having to now go home, get on line, register my vehicle, and then wait for my tags in the mail - Ken Garff Honda did it all for me!!!  Thank you for such wonderful service - I will be back and will be telling others!  Great staff, and nice soda and popcorn, JJ!!",TRUE,26,13,5,a year ago,0,NA,NA
ailyn torres,"Had an incredible experience, Parker was very kind and down to earth.  He knew a lot about all the used cars and helped me pick one that worked for my budget! Ask for him!!",FALSE,1,0,5,a year ago,0,a year ago,"Thanks for your review, Ailyn! We're so happy Parker was so great to work with and got you a great deal--congrats on the car!!"
Russell Davies,"If you have a Honda Civic CNG....THIS IS THE ONLY PLACE TO GET SERVICE!Wonderful people. Great service. No over-pricing. When I first bought my 5-yr-old Civic, they gave me a list of needed repairs, with the price of each. I felt great being able to repair each one as I could afford it.",FALSE,8,0,5,2 years ago,0,NA,NA
Adam Lingard,"After attempting to set up a service date with the service desk and getting no call backs as promised, I had an airbag recall done on my  Honda Odyssey.  When I brought it in my car had no issues and had had no issues.  When I go it back my car's radio and navigation system were completely non functional.  I brought it to their attention and they said that they had touched nothing that would have caused this and it was a ""coincidence"" and nothing more.  I repeated my concern a second time and they ""looked into it"".  There was a fuse that was now blowing every time the car was turned on and they said it was still not them and provided a nice schematic of the electrical components showing that there was supposedly nothing related.  They said it could be due to the after market DVD system that had been in the car for years.  I then disconnected it completely and the issue was still there.  There does happen to be radio controls going through the steering column which I pointed out during my third complaint to the service rep.  They said that the person who does airbags has done so many that they can get it done in 10 mins and would not have caused any other issue.  In what I can only suppose was a placating measure, they let me know that they would run a diagnostics on the electrical system.I then received a survey in regards to my service and let them know how I felt, my treatment by the service center and how I had let family, friends and coworkers of the experience I was having.  I let them know in the survey that I had also called into a radio station that I happen to listen to every morning during a segment they have for such complaints.Finally after this, I was contacted by a manager at the dealer.They would take care of the issue and return the car to me in the condition in which I left it to them to have it worked on.The Navigation and Radio now turn on.We took a trip to St, George Utah and the SRS light cam on 3 times and the radio might pick up 1 station (without static).Now that we are back I will go to them again and endure further frustration.DO NOT UTILIZE THEM FOR SERVICE nor buy a car from them because you will get the same service for the car you purchase!-----------------------------I have since gone elsewhere and traded in my minivan so that I will not have to deal with this Dealership anymore!",FALSE,4,0,1,2 years ago,0,2 years ago,"Adam, we're sorry that you've had such a bad experience with getting your Honda Odyssey's issues taken care of at our dealership. We'd like to talk with you about how things can be made right, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Steven Willes,Our salesman was awesome. Thank you Sales,FALSE,2,0,5,a year ago,0,a year ago,"We're so glad to hear it, Steven! Congrats on your vehicle!"
Anna Bennett,"I never write reviews, but I could not resist on this one. NEVER go to Ken Garff Honda of Orem. My brother, who owns a Auto Shop in Provo warned us not to deal with them, he has had nothing but bad experiences with them when it comes to purchasing parts for his shop. Unfortunately, I did not listen. First, they told us our brand new CR-V would be ready on a certain day. That day came and went, and still no car. When we purchased the car, we were told it would be put on a truck and brought to Orem. Several days had passed from the promised day, and still no car. The dealership, without permission, decided they were going to drive the car to Orem themselves. When we got the car, it had over 250 miles on it. It would have been nice to be made aware of what they were wanting to do. A ""brand new"" car with over 250 miles is a bit disturbing. Second, about a week after getting the car, we took it back in to get some parts added on. We dropped the car off at the dealership around 8:00 a.m., which is what we were told to do and we were also told before hand that it would only take a day to do everything. We get a call around 3:30 p.m., asking if we were going to bring the car in. Obviously no one knew the car had been there the whole day, meaning it hadn't been touched all day. Suddenly around 6:00 p.m. that day, we get a call from them again saying that they ""forgot"" to order a part and would need to keep the car for an extra day. Of course the car wasn't going to be done that day, they didn't even realize it was there until after 3:30 p.m. After having the car for two days, it was finally done. My husband and I go to pick up the car and it was a wreck. The doorframe on the drivers side had gouges in it. They were not just scratches on the clear coat, you could she down to the metal. There were also many scratches on the steering wheel, screen and bumper. The screen still has yet to be repaired by the dealership, as promised. For keeping the car an extra day, we were also promised by the general manager, JJ Wilkinson, that they would do a free detail on the car. The car didn't even look like it had been vacuumed, let alone detailed. We were told to leave the car with them because of the gouges on the doorframe. We get a call from our friend, JJ, the next morning giving us options on how to fix the mess they caused. JJ called me and was just wanting to put a light up door sill to ""hopefully cover most of the scratches."" After some discussion he agree to take my CR-V to an auto body shop to repair it. During this discussion, I expressed a lot of my frustration to JJ. He told me that ""getting mad at him only wanted him to help me less."" Sorry buddy, you guys damaged the car, so you get to fix it whether I am polite to you or not. They again promised the car would be done on a certain day. They fell through again, and the car was done about a week later than promised. Finally we get the car back, and thankfully they did actually fix all the damaged they caused. After getting home with our CR-V we did another inspection and discovered that now the sensored tailgate that we got added on is not working. Back to terrible Ken Garff Honda of Orem we go. Because of all the mess they caused, JJ, offered to refund us our money for the oil changes we purchased with the car. Now, more than 3 months later, we just got our refund, after having to remind him several times. Long story short, if you want to be severely screwed over and end up in a mess, go to Ken Garff Honda of Orem. I can promise you that we will NOT be going there again, even for something as simple as an oil change. I am sure they will manage to mess that up someone how too, just like they messed up everything else. Horrible care of the car and even worse customer service, especially from the general manager, JJ Wilkinson. Save yourself lots of stress, and just go somewhere else.",FALSE,1,0,1,a year ago,0,a year ago,"Anna, weâre so sorry for the frustrating experiences youâve had throughout trying to get your CR-V and then have its parts installed. We would really like the opportunity to apologize again and to go over your concerns so we can do what we â¦MoreAnna, weâre so sorry for the frustrating experiences youâve had throughout trying to get your CR-V and then have its parts installed. We would really like the opportunity to apologize again and to go over your concerns so we can do what we can to improve the situation. Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284."
Brian Choi,Great people.,FALSE,1,0,5,6 months ago,0,6 months ago,"Brian, we are sorry to hear that you didn't enjoy working with us. Our Brand Advocacy Manager will be reaching out to you soon to go over this with you. "
M M,"Set up an online appointment and when I arrived was told they couldn't get it done today. Traveled a long way with young children just for this, wished they would have called.",FALSE,1,0,1,a year ago,0,a year ago,"We're very sorry for the inconvenience! Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284, so we can talk about what happened and apologize. Thank you!"
Jason G,It was a pleasant experience and not high pressure. They worked extensively with me on my trade ins to help me break even as much as possible.,FALSE,4,0,5,a year ago,0,a year ago,"Thank you, Jason! Glad to hear that your trade-in went smoothly and that our team was able to get you a good deal without making you feel pressured. Congrats on the new vehicle!"
Taylor Beins,Great service! The main guy Mike Zenger really helped us out fixing our car! The actual building is really nice too! I would definitely recommend Ken Garff Honda of Orem!! ,FALSE,3,0,5,a year ago,0,NA,NA
Emily Chien,"The thing about Ken Garff is that they have great product (hello, it's Honda) and because of that they seem to think they can slack in other areas. I have been here twice and, unfortunately both times were negative. I will say that I still ended up buying a car because of the emergency situation I was in and the kindness and helpfulness of the finance department. But the sales department needs some serious work. My first experience here I was asked an inappropriate question by the sales guy in reference to a friend I brought with me. He presumed to know our relationship and instead made me very uncomfortable. My second experience here was only made better by the fact that the finance department fixed all the mistakes the sales guy made. If you want a stereotypical experience car buying experience where the car salesman tries to take advantage of you then Ken Garff is the way to go!",FALSE,1,0,2,a year ago,0,a year ago,"Emily, weâre so sorry that youâve been so disappointed by our customer service, and we would really like the opportunity to personally apologize. Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284. Thank you!"
Benje M,"I was always happy when I went in they tried to help out in any way, until today. My key fob housing broke, went in to get a new one and they took care of me. Except they forgot that with a new key fob it is a new chip inside so it would not start my car due to not being programmed. I went back inside and they said we are sorry we will take care of it for you. And they were right on it. I waited 10 minutes and they took care of the problem. That is the good part, now for the bad. My wife had my other set of keys for my car and was not able to start my car. Well when they programmed the car for the new key fob it killed my spare one. Not a big deal figuring that I can just go back and have them just reprogram the new one. Went into day and ask if they could do it. Well the rep told me it would take an hour...lie, it took 10 minutes last time...and that it would cost me $60 to do it! So you want me to pay $60 for 10 minutes worth of work? When before you did it for free? Yeah not going to pay that! What happened to helping to customer out like before? I paid for an new fob and now you don't want to program my spare? Makes me little disappointed ð I liked this dealership they helped out all the time before, now it seems like they are in their new building so they want more money to pay for it and they forgot to bring their customer service over from the old building.",FALSE,6,1,1,a year ago,0,a year ago,"Benje, we're sorry to hear about your frustrating experience with our dealership. We want to talk with you about how things can be made right, but we were unable to find your information in our dealership's database. Could you please reach â¦MoreBenje, we're sorry to hear about your frustrating experience with our dealership. We want to talk with you about how things can be made right, but we were unable to find your information in our dealership's database. Could you please reach out to our Brand Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284? Thank you!"
Bendi Linnell,"Best car buying experience I have ever had.  There was no pressure and they really gave my husband and I a great deal.  Randy, our salesman, took great care of us.  He even pointed out a scratch on the van that we hadn't seen when we were test driving it and he arranged to have the scratch removed and arranged a loaner van for us.  Even the finance guy was great.  I would give them 10 stars if it were an option.  I highly recommend buying from them.  ",FALSE,14,0,5,3 years ago,0,NA,NA
Aaron Hallstrom,They are liars.  So sad that people try to scam you like this. They wanted $5500 for a new transmission that we fixed for $3600 somewhere else. They said our brake pads were gone and they were 70% good. They also added a bunch of things on there trying to charge us over $1000  to repair. Let's just say that we could have bought a brand new car after they were finished with their unapproved diagnosis of our car. We just went in for a recall on the airbags. Stay away from this place if you can.,FALSE,1,0,1,a year ago,0,a year ago,"Aaron, we're sorry to hear about your negative experience with our service department. We want to see how things can be made right, but we've been unable to find your contact information in our customer database. Could you please reach out to our Brand Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284? Thank you!"
David Steed,"I came in for a simple Honda manufacturer recall, but got much more than what I was expecting. First of all, my attendant suggested that my 40% oil level required and oil change ""in the next week.""  This of course is entirely bogus unless he anticipated me driving the 2000 miles that my car can make on a 40% oil level in one week.  Upon picking up my car in the evening (The Honda recall notice that it would only take an hour, the dealership took all day.)  they suggested having them perform over $365 of additional services on our vehicle.  I honestly don't know if the services they suggested are necessary, but I absolutely will never be going back there to service my Honda.  They are shady, take a long time, and will try to upsell you using tactics meant to prey on  Those who don't know much about cars. Long story short, go somewhere else if you can.",FALSE,8,0,1,a year ago,0,a year ago,"David, we're so sorry to hear that you were frustrated when you came in for your Honda's recall. We'd really like to discuss it with you so we can improve both your situation and our team. We'll be reach out shortly to apologize. Thank you!"
chris bushman,"Brought my car in was promised to hours and they 3didn't have my car in immediately or by the time I came back. However the general service manager talk to me was very polite even though I was frustrated, had some empathy and treated me very well. I will gladly continue to bring my service needs to this dealership. I realized I missed the mark, and even through everything i was treated well. Thanks for your patience and taking my concerns seriously. You have a loyal customer for life.",FALSE,6,0,5,a year ago,0,NA,NA
Jeff Lockhart,"Do not service your Honda vehicle here! They don't have quality mechanics to repair even their own vehicles!My civic had a coolant leak in the head gasket that they were unable to diagnose and repair after seeing my car a half dozen times over several months. Their mechanics seem to rely too much on a computer to tell them what needs to be done.Each of these times I took in my '06 Civicâwith only 63K miles on itâthey'd only replace or clean off various sensors as well as topping off my coolant, which was oddly low each time. They didn't think twice about why that would be odd or think it too important to figure out where all the coolant was going!My car would run, at times no further than up the street, before overheating and having to return and have them look at it again. Then one day after returning home for 5 minutes from work, it just wouldn't start up again. I had it towed to their service center and they kept the car overnight, despite having scheduled an afternoon appointment. The next day they returned the car with only a simple cleaning of the air intake sensor. No mention of even needing a coolant top off this time. It clearly must have been overlooked because that same day my car got me as far as Downtown Salt Lake, where it overheated worse than ever and left me stranded 50 miles from home!The Downtown Salt Lake Honda dealer, where I had to have my car towed, diagnosed my engine and found the blown head gasket, a repair that required me to replace my entire engine, costing me $5K!Calling the Orem dealership to inform them of the poor quality of service I'd received from their mechanics, I was forwarded to the manager's voicemail. I have never received a call back a month later now.After being a long-time loyal customer, servicing my vehicle here, I will never do business with Ken Garff Honda of Orem again! And recommend others do the same.",TRUE,3,1,1,a year ago,0,NA,NA
Joseph Chu,Worst customer service ever. The price is also ridiculously high. The Honda that I was looking for is 1500 above market price. Donât recommend anyone to stop by and waste time in this dealer.,FALSE,2,8,1,a year ago,0,a year ago,"Wing, weâre sorry that your experience with us was a frustrating one and that the Honda youâre interested in wasnât in your price range; weâd like to talk to you and find a car for you. Weâll be reaching out to discussâthanks!"
